A,p,t,R_train_A_p,R_validation_A_p
7,0.3,0.28,1.0,0.19
7,0.3,0.28,1.0,0.19
8,0.3,0.27,1.0,0.19
8,0.3,0.27,1.0,0.19
9,0.3,0.26,1.0,0.19
9,0.3,0.26,1.0,0.19
10,0.3,10.22,1.0,0.29
10,0.3,10.22,1.0,0.29
11,0.3,17.25,1.0,0.37
11,0.3,17.25,1.0,0.37
12,0.3,9.8,1.0,0.44
12,0.3,9.8,1.0,0.44
13,0.3,20.7,1.0,0.49
13,0.3,20.7,1.0,0.49
14,0.3,16.97,1.0,0.52
14,0.3,16.97,1.0,0.52
15,0.3,16.63,1.0,0.29
15,0.3,16.63,1.0,0.29
16,0.3,8.9,0.98,0.37
16,0.3,8.9,0.98,0.37
17,0.3,32.92,0.96,0.44
17,0.3,32.92,0.96,0.44
18,0.3,34.98,0.93,0.49
18,0.3,34.98,0.93,0.49
19,0.3,13.49,0.88,0.5
19,0.3,13.49,0.88,0.5
20,0.3,6.01,1.0,0.45
20,0.3,6.01,1.0,0.45
21,0.3,8.98,1.0,0.38
21,0.3,8.98,1.0,0.38
22,0.3,8.21,1.0,0.38
22,0.3,8.21,1.0,0.38
23,0.3,8.49,1.0,0.37
23,0.3,8.49,1.0,0.37
24,0.3,6.79,1.0,0.37
24,0.3,6.79,1.0,0.37
25,0.3,24.03,1.0,0.44
25,0.3,24.03,1.0,0.44
26,0.3,7.21,1.0,0.39
26,0.3,7.21,1.0,0.39
27,0.3,13.16,1.0,0.37
27,0.3,13.16,1.0,0.37
28,0.3,13.51,1.0,0.38
28,0.3,13.51,1.0,0.38
29,0.3,13.81,1.0,0.38
29,0.3,13.81,1.0,0.38
30,0.3,0.29,0.18,0.06
30,0.3,0.29,0.18,0.06
31,0.3,0.63,0.71,0.48
31,0.3,0.63,0.71,0.48
32,0.3,0.86,0.84,0.48
32,0.3,0.86,0.84,0.48
33,0.3,1.26,0.85,0.48
33,0.3,1.26,0.85,0.48
34,0.3,1.03,0.85,0.48
34,0.3,1.03,0.85,0.48
35,0.3,0.33,0.78,0.49
35,0.3,0.33,0.78,0.49
36,0.3,0.29,0.85,0.48
36,0.3,0.29,0.85,0.48
37,0.3,0.43,0.85,0.48
37,0.3,0.43,0.85,0.48
38,0.3,0.47,0.85,0.48
38,0.3,0.47,0.85,0.48
38,0.4,0.56,0.81,0.49
39,0.4,0.48,0.81,0.49
39,0.4,0.48,0.81,0.49
0,0.5,6.68,1.0,0.39
0,0.5,6.68,1.0,0.39
1,0.5,8.93,1.0,0.46
1,0.5,8.93,1.0,0.46
2,0.5,0.4,1.0,0.16
2,0.5,0.4,1.0,0.16
3,0.5,0.4,1.0,0.16
3,0.5,0.4,1.0,0.16
4,0.5,0.22,1.0,0.16
4,0.5,0.22,1.0,0.16
5,0.5,6.46,1.0,0.43
5,0.5,6.46,1.0,0.43
6,0.5,14.44,1.0,0.39
6,0.5,14.44,1.0,0.39
7,0.5,0.47,1.0,0.24
7,0.5,0.47,1.0,0.24
8,0.5,0.48,1.0,0.24
8,0.5,0.48,1.0,0.24
9,0.5,0.45,1.0,0.24
9,0.5,0.45,1.0,0.24
10,0.5,22.57,1.0,0.32
10,0.5,22.57,1.0,0.32
11,0.5,35.37,1.0,0.39
11,0.5,35.37,1.0,0.39
12,0.5,20.83,1.0,0.46
12,0.5,20.83,1.0,0.46
13,0.5,43.19,1.0,0.53
13,0.5,43.19,1.0,0.53
14,0.5,35.39,None,None
